Gene	baseMean	MeanExprSmall	MeanExprLarge	log2FoldChange	FoldChange	lfcSE	stat	pvalue	padj	Direction
LOC119866340	2.411	5.509	0.474	-3.263	0.104	0.973	-3.355	7.94e-04	2.51e-02	Down in Large
LOC102153962	31.338	57.61	14.917	-1.817	0.284	0.542	-3.353	8.01e-04	2.53e-02	Down in Large
LOC111098460	6.031	13.112	8.171	-2.854	0.138	0.851	-3.353	8.00e-04	2.53e-02	Down in Large
CLYBL	953.859	1297.026	739.38	-0.802	0.573	0.239	-3.352	8.02e-04	2.53e-02	Down in Large
LOC119866031	19.226	47.115	1.796	-4.726	0.038	1.41	-3.351	8.05e-04	2.53e-02	Down in Large
LOC102157096	48.461	84.717	25.802	-1.674	0.313	0.499	-3.353	8.01e-04	2.53e-02	Down in Large
LOC111096771	93.802	192.651	32.021	-2.58	0.167	0.77	-3.35	8.08e-04	2.54e-02	Down in Large
LOC111091089	33.237	70.369	10.029	-2.789	0.145	0.832	-3.35	8.07e-04	2.54e-02	Down in Large
TRNAK-UUU.19	13.509	118.648	0.202	-7.406	0.006	2.211	-3.35	8.08e-04	2.54e-02	Down in Large
LOC111095833	10.806	26.876	14.866	-5.145	0.028	1.537	-3.348	8.15e-04	2.55e-02	Down in Large
LOC111091909	3.933	9.928	6.63	-5.056	0.03	1.51	-3.348	8.14e-04	2.55e-02	Down in Large
HVCN1	251.261	370.527	176.719	-1.076	0.474	0.321	-3.348	8.13e-04	2.55e-02	Down in Large
LOC111093558	34.298	68.916	12.662	-2.397	0.19	0.716	-3.348	8.15e-04	2.55e-02	Down in Large
LOC119873121	5.517	13.047	0.811	-3.816	0.071	1.14	-3.347	8.18e-04	2.56e-02	Down in Large
TIMP3	938.373	1426.806	633.103	-1.166	0.446	0.349	-3.346	8.21e-04	2.56e-02	Down in Large
LOC111093045	8.868	22.585	14.034	-5.868	0.017	1.754	-3.345	8.22e-04	2.56e-02	Down in Large
LOC102152785	171.533	48.923	248.164	2.457	5.489	0.735	3.344	8.26e-04	2.57e-02	Up in Large
LOC106558767	4.282	11.133	8.511	-6.18	0.014	1.849	-3.343	8.30e-04	2.58e-02	Down in Large
LOC111098220	11.811	23.985	4.203	-2.3	0.203	0.688	-3.342	8.31e-04	2.58e-02	Down in Large
CD27	8.956	18.839	2.779	-2.826	0.141	0.845	-3.342	8.31e-04	2.58e-02	Down in Large
TRNAE-UUC.8	46.897	372.582	0.558	-8.297	0.003	2.482	-3.343	8.30e-04	2.58e-02	Down in Large
LOC111095486	152.603	320.675	47.557	-2.741	0.15	0.821	-3.341	8.35e-04	2.59e-02	Down in Large
LOC102154181	32.05	78.776	2.846	-4.779	0.036	1.432	-3.336	8.49e-04	2.63e-02	Down in Large
LOC119871743	9.128	123.16	0.15	-6.815	0.009	2.043	-3.335	8.52e-04	2.63e-02	Down in Large
LOC102151695	22.919	56.296	2.059	-4.752	0.037	1.425	-3.335	8.54e-04	2.64e-02	Down in Large
TRNAC-GCA.6	14.744	164.512	1.229	-4.934	0.033	1.48	-3.334	8.57e-04	2.64e-02	Down in Large
LOC119870480	143.663	197.227	110.186	-0.799	0.575	0.24	-3.331	8.66e-04	2.66e-02	Down in Large
LOC111095899	7.766	19.219	0.608	-5.995	0.016	1.8	-3.33	8.68e-04	2.66e-02	Down in Large
LOC102151801	65.024	114.443	34.136	-1.694	0.309	0.508	-3.331	8.64e-04	2.66e-02	Down in Large
WNK4	344.205	514.724	237.631	-1.08	0.473	0.324	-3.332	8.63e-04	2.66e-02	Down in Large
LOC111097395	4.985	12.196	0.478	-4.773	0.037	1.434	-3.33	8.70e-04	2.66e-02	Down in Large
LOC111097848	2.868	6.342	12.734	-3.426	0.093	1.029	-3.33	8.69e-04	2.66e-02	Down in Large
LOC119873873	86.188	196.619	17.169	-3.518	0.087	1.057	-3.329	8.71e-04	2.66e-02	Down in Large
LOC119869419	10.776	108.589	0.07	-7.259	0.007	2.18	-3.33	8.68e-04	2.66e-02	Down in Large
LOC111093137	44.058	103.932	6.637	-3.964	0.064	1.191	-3.328	8.74e-04	2.66e-02	Down in Large
LOC119867032	67.971	139.351	23.358	-2.57	0.168	0.772	-3.331	8.67e-04	2.66e-02	Down in Large
TNFSF10	280.436	477.858	157.048	-1.606	0.328	0.482	-3.329	8.70e-04	2.66e-02	Down in Large
LOC100683681	81.817	153.752	36.858	-2.006	0.249	0.602	-3.331	8.66e-04	2.66e-02	Down in Large
LOC119875976	74.594	156.308	23.522	-2.734	0.15	0.822	-3.327	8.78e-04	2.67e-02	Down in Large
LOC119871231	62.443	131.403	19.343	-2.761	0.148	0.83	-3.327	8.79e-04	2.67e-02	Down in Large
LOC111092704	76.794	145.494	33.857	-2.108	0.232	0.633	-3.328	8.75e-04	2.67e-02	Down in Large
TRNAS-AGA.5	7.284	74.956	0.585	-4.804	0.036	1.444	-3.328	8.76e-04	2.67e-02	Down in Large
CAMK2N1	16716.803	10478.549	20615.712	0.976	1.967	0.294	3.325	8.83e-04	2.68e-02	Up in Large
DCAF16	951.031	1378.521	683.849	-1.001	0.5	0.301	-3.324	8.87e-04	2.68e-02	Down in Large
LOC102155497	6.751	15.49	1.289	-3.62	0.081	1.089	-3.325	8.84e-04	2.68e-02	Down in Large
LOC119874112	18.276	42.895	2.889	-3.882	0.068	1.168	-3.324	8.86e-04	2.68e-02	Down in Large
LOC119869639	5.129	12.092	0.777	-3.608	0.082	1.086	-3.323	8.89e-04	2.69e-02	Down in Large
LOC119867244	56.9	125.062	14.298	-3.09	0.117	0.93	-3.323	8.91e-04	2.69e-02	Down in Large
LOC119864623	47.419	26.313	60.61	1.392	2.625	0.419	3.322	8.94e-04	2.70e-02	Up in Large
LOC478075	112.248	77.382	134.04	0.855	1.808	0.257	3.319	9.03e-04	2.71e-02	Up in Large
LOC111091720	70.599	135.729	29.892	-2.171	0.222	0.654	-3.319	9.02e-04	2.71e-02	Down in Large
LOC102152659	6.285	16.342	9.362	-6.722	0.009	2.024	-3.321	8.98e-04	2.71e-02	Down in Large
BEX4	2274.673	1493.71	2762.775	0.882	1.843	0.266	3.32	9.00e-04	2.71e-02	Up in Large
LOC102155488	15.545	36.736	2.301	-4.032	0.061	1.217	-3.314	9.21e-04	2.73e-02	Down in Large
LOC102153633	12.144	28.503	13.592	-3.871	0.068	1.167	-3.316	9.13e-04	2.73e-02	Down in Large
FBXO24	17.477	39.629	3.632	-3.317	0.1	1	-3.316	9.13e-04	2.73e-02	Down in Large
NES	814.1	1117.88	624.237	-0.828	0.563	0.25	-3.315	9.17e-04	2.73e-02	Down in Large
CD2	60.592	101.003	35.335	-1.558	0.34	0.47	-3.314	9.19e-04	2.73e-02	Down in Large
TNNC1	138.718	69.366	182.064	1.299	2.46	0.392	3.314	9.21e-04	2.73e-02	Up in Large
GASK1A	231.932	309.294	183.58	-0.77	0.587	0.232	-3.315	9.17e-04	2.73e-02	Down in Large
LOC100686297	17.606	33.768	7.504	-2.214	0.216	0.668	-3.315	9.17e-04	2.73e-02	Down in Large
OAS1	349.193	583.87	202.519	-1.535	0.345	0.463	-3.317	9.11e-04	2.73e-02	Down in Large
ZNF704	404.814	626.168	266.467	-1.224	0.428	0.369	-3.317	9.10e-04	2.73e-02	Down in Large
LOC100685290	30.407	59.73	12.08	-2.196	0.218	0.663	-3.314	9.19e-04	2.73e-02	Down in Large
TRNAR-UCU.6	12.064	30.776	0.369	-6.005	0.016	1.811	-3.316	9.12e-04	2.73e-02	Down in Large
IYD	31.035	75.666	3.14	-4.532	0.043	1.369	-3.311	9.29e-04	2.74e-02	Down in Large
LOC119869908	11.336	24.66	3.008	-2.71	0.153	0.818	-3.311	9.29e-04	2.74e-02	Down in Large
LOC119871724	80.615	206.119	2.175	-6.584	0.01	1.987	-3.313	9.24e-04	2.74e-02	Down in Large
BEND3	139.162	193.205	105.385	-0.87	0.547	0.263	-3.312	9.26e-04	2.74e-02	Down in Large
LOC119867648	18.122	33.593	8.452	-1.999	0.25	0.603	-3.313	9.22e-04	2.74e-02	Down in Large
LOC102155051	6.175	16.054	4.134	-6.699	0.01	2.024	-3.309	9.36e-04	2.75e-02	Down in Large
LOC608802	1875.831	756.275	2575.554	1.777	3.427	0.537	3.31	9.32e-04	2.75e-02	Up in Large
LOC119869712	167.076	300.144	83.909	-1.824	0.283	0.551	-3.31	9.34e-04	2.75e-02	Down in Large
TRNAM-CAU.14	64.389	794.823	0.407	-9.118	0.002	2.755	-3.31	9.33e-04	2.75e-02	Down in Large
TRNAQ-CUG.9	60.09	618.185	0	-9.962	0.001	3.01	-3.31	9.33e-04	2.75e-02	Down in Large
LOC111097932	41.582	98.968	5.716	-4.127	0.057	1.248	-3.307	9.41e-04	2.76e-02	Down in Large
LOC119869317	15.522	39.42	14.203	-6.03	0.015	1.823	-3.308	9.39e-04	2.76e-02	Down in Large
NELL2	6428.687	3992.852	7951.084	0.992	1.989	0.3	3.307	9.41e-04	2.76e-02	Up in Large
LOC119866374	96.16	169.678	50.211	-1.711	0.305	0.517	-3.307	9.42e-04	2.76e-02	Down in Large
LOC111098323	75.216	162.391	20.732	-2.96	0.129	0.896	-3.305	9.50e-04	2.78e-02	Down in Large
LOC119866579	46.545	92.765	17.657	-2.418	0.187	0.732	-3.305	9.51e-04	2.78e-02	Down in Large
LOC106559102	68.551	109.987	42.653	-1.27	0.415	0.385	-3.303	9.58e-04	2.80e-02	Down in Large
LOC111092107	54.595	111.542	19.003	-2.535	0.173	0.768	-3.301	9.63e-04	2.81e-02	Down in Large
LOC102156831	9.147	22.076	1.067	-4.425	0.047	1.341	-3.3	9.68e-04	2.82e-02	Down in Large
LOC111094464	102.69	162.546	65.281	-1.228	0.427	0.372	-3.299	9.70e-04	2.83e-02	Down in Large
LOC111094421	43.664	88.131	15.873	-2.5	0.177	0.758	-3.299	9.71e-04	2.83e-02	Down in Large
TRNAQ-UUG.5	12.43	84.137	0.243	-7.279	0.006	2.207	-3.298	9.75e-04	2.83e-02	Down in Large
LOC119876729	474.006	816.859	259.723	-1.651	0.318	0.501	-3.296	9.80e-04	2.84e-02	Down in Large
LOC100684448	421.452	244.173	532.25	1.155	2.227	0.35	3.296	9.82e-04	2.84e-02	Up in Large
LOC111098987	427.372	601.508	318.537	-0.913	0.531	0.277	-3.296	9.82e-04	2.84e-02	Down in Large
LOC111090635	4.354	11.32	0	-6.123	0.014	1.857	-3.296	9.79e-04	2.84e-02	Down in Large
LOC119871768	10.669	22.32	19.192	-2.763	0.147	0.839	-3.295	9.84e-04	2.85e-02	Down in Large
LOC119870553	45.337	100.94	10.585	-3.274	0.103	0.995	-3.291	9.99e-04	2.86e-02	Down in Large
LOC111096003	83.574	188.136	18.222	-3.367	0.097	1.023	-3.292	9.94e-04	2.86e-02	Down in Large
TRNAE-CUC.5	112.435	1181.957	1.648	-7.485	0.006	2.273	-3.293	9.91e-04	2.86e-02	Down in Large
LOC102152271	77.5	33.727	104.858	1.6	3.031	0.486	3.294	9.88e-04	2.86e-02	Up in Large
LOC111090965	24.549	49.919	8.693	-2.355	0.195	0.715	-3.292	9.96e-04	2.86e-02	Down in Large
LOC119864527	25.89	169.465	5.37	-3.396	0.095	1.031	-3.292	9.93e-04	2.86e-02	Down in Large
LOC111091119	5.973	15.529	13.982	-6.652	0.01	2.021	-3.291	9.99e-04	2.86e-02	Down in Large
LOC102152970	39.626	73.12	18.693	-1.948	0.259	0.592	-3.293	9.92e-04	2.86e-02	Down in Large
LOC119866649	33.588	72.234	9.434	-2.953	0.129	0.897	-3.292	9.94e-04	2.86e-02	Down in Large
TRNAQ-CUG.8	57.845	615.511	0	-9.907	0.001	3.01	-3.292	9.96e-04	2.86e-02	Down in Large
DDX24	7035.794	5286.22	8129.278	0.618	1.535	0.188	3.289	1.00e-03	2.88e-02	Up in Large
LOC102151911	5.709	14.589	8.304	-6.204	0.014	1.887	-3.288	1.01e-03	2.88e-02	Down in Large
PALM3	60.231	99.081	80.304	-1.392	0.381	0.423	-3.289	1.00e-03	2.88e-02	Down in Large
LOC119870108	85.738	177.925	28.121	-2.663	0.158	0.81	-3.287	1.01e-03	2.88e-02	Down in Large
LOC102154178	7.157	18.228	7.776	-5.809	0.018	1.766	-3.289	1.01e-03	2.88e-02	Down in Large
LOC478984	226.246	410.094	111.342	-1.885	0.271	0.573	-3.289	1.01e-03	2.88e-02	Down in Large
TRNAL-AAG.4	10.908	130.548	0.403	-6.49	0.011	1.974	-3.288	1.01e-03	2.88e-02	Down in Large
LOC119866263	5.904	15.02	0.206	-6.118	0.014	1.862	-3.287	1.01e-03	2.89e-02	Down in Large
LOC119872457	7.05	57.885	0.986	-3.958	0.064	1.205	-3.285	1.02e-03	2.90e-02	Down in Large
MARCHF10	58.676	125.18	17.112	-2.871	0.137	0.874	-3.283	1.03e-03	2.91e-02	Down in Large
LOC106559289	75.489	155.388	25.552	-2.559	0.17	0.78	-3.282	1.03e-03	2.91e-02	Down in Large
GPR107	3917.267	4501.341	3552.221	-0.343	0.788	0.105	-3.283	1.03e-03	2.91e-02	Down in Large
LOC111098308	24.744	54.161	6.359	-3.081	0.118	0.939	-3.281	1.03e-03	2.91e-02	Down in Large
LOC100685892	5.611	13.603	0.617	-4.406	0.047	1.342	-3.283	1.03e-03	2.91e-02	Down in Large
LOC119864024	5.037	11.156	1.212	-2.605	0.164	0.793	-3.284	1.02e-03	2.91e-02	Down in Large
LOC119864724	3.364	7.722	0.641	-3.604	0.082	1.098	-3.281	1.03e-03	2.91e-02	Down in Large
LOC119870131	61.088	122.745	22.552	-2.435	0.185	0.742	-3.284	1.02e-03	2.91e-02	Down in Large
LOC102156496	9.706	25.03	7.667	-6.792	0.009	2.068	-3.284	1.02e-03	2.91e-02	Down in Large
LOC111098752	7.166	17.371	5.53	-4.457	0.046	1.359	-3.279	1.04e-03	2.93e-02	Down in Large
LOC111090344	20.404	37.208	9.901	-1.946	0.26	0.593	-3.279	1.04e-03	2.93e-02	Down in Large
IL7R	183.878	298.177	112.441	-1.395	0.38	0.426	-3.278	1.05e-03	2.94e-02	Down in Large
LOC119869671	78.884	172.602	20.31	-3.07	0.119	0.937	-3.277	1.05e-03	2.94e-02	Down in Large
LOC111094011	14.141	34.029	1.711	-4.298	0.051	1.312	-3.277	1.05e-03	2.94e-02	Down in Large
LOC480926	3897.549	2552.513	4738.198	0.891	1.854	0.272	3.278	1.05e-03	2.94e-02	Up in Large
ATG10	438.419	673.172	291.698	-1.205	0.434	0.368	-3.272	1.07e-03	2.96e-02	Down in Large
LOC102157243	5.761	14.209	0.481	-4.904	0.033	1.499	-3.272	1.07e-03	2.96e-02	Down in Large
LOC111096402	42.343	91.078	11.883	-2.938	0.13	0.898	-3.272	1.07e-03	2.96e-02	Down in Large
LOC119864636	38.706	87.105	8.457	-3.384	0.096	1.034	-3.273	1.07e-03	2.96e-02	Down in Large
IER2	550.18	297.892	707.86	1.234	2.352	0.377	3.273	1.07e-03	2.96e-02	Up in Large
LOC119865477	5.344	12.496	0.873	-3.711	0.076	1.134	-3.273	1.06e-03	2.96e-02	Down in Large
CTCFL	7.502	19.394	5.298	-6.787	0.009	2.073	-3.274	1.06e-03	2.96e-02	Down in Large
LOC119866037	12.32	28.725	2.067	-3.765	0.074	1.15	-3.273	1.06e-03	2.96e-02	Down in Large
LOC111092796	9.785	24.576	16.711	-5.31	0.025	1.622	-3.274	1.06e-03	2.96e-02	Down in Large
LOC119867200	19.405	38.382	7.544	-2.326	0.199	0.711	-3.274	1.06e-03	2.96e-02	Down in Large
AMMECR1	170.798	241.182	126.808	-0.87	0.547	0.266	-3.272	1.07e-03	2.96e-02	Down in Large
STIP1	6621.331	4808.083	7754.611	0.686	1.609	0.21	3.27	1.07e-03	2.98e-02	Up in Large
SCN10A	7.286	18.489	11.712	-5.865	0.017	1.793	-3.271	1.07e-03	2.98e-02	Down in Large
IL13RA1	1814.955	2728.534	1243.968	-1.13	0.457	0.346	-3.27	1.08e-03	2.98e-02	Down in Large
SPAG17	83.967	181.047	23.292	-2.958	0.129	0.905	-3.269	1.08e-03	2.99e-02	Down in Large
RNF186	5.575	14.241	9.399	-6.169	0.014	1.888	-3.268	1.08e-03	3.00e-02	Down in Large
LOC111095826	71.589	159.289	16.776	-3.25	0.105	0.995	-3.266	1.09e-03	3.00e-02	Down in Large
NAALAD2	501.747	898.673	253.668	-1.819	0.283	0.557	-3.267	1.09e-03	3.00e-02	Down in Large
TUBA1C	7047.392	4053.256	8918.727	1.137	2.2	0.348	3.266	1.09e-03	3.01e-02	Up in Large
LOC106557997	79.598	198.146	5.505	-5.188	0.027	1.589	-3.265	1.09e-03	3.01e-02	Down in Large
LOC102152669	7.476	18.931	7.976	-6.208	0.014	1.903	-3.262	1.11e-03	3.02e-02	Down in Large
SALL1	776.332	1157.912	537.845	-1.107	0.464	0.339	-3.264	1.10e-03	3.02e-02	Down in Large
LOC102157349	89.906	201.046	20.443	-3.282	0.103	1.006	-3.263	1.10e-03	3.02e-02	Down in Large
CENPV	259.927	146.657	330.721	1.165	2.242	0.357	3.263	1.10e-03	3.02e-02	Up in Large
LOC111095922	13.204	26.671	4.787	-2.464	0.181	0.755	-3.263	1.10e-03	3.02e-02	Down in Large
NEDD8	2891.963	1849.919	3543.24	0.935	1.911	0.286	3.263	1.10e-03	3.02e-02	Up in Large
LOC111098261	41.594	90.736	10.88	-3.046	0.121	0.933	-3.264	1.10e-03	3.02e-02	Down in Large
LOC102156600	29.363	61.204	9.462	-2.679	0.156	0.821	-3.264	1.10e-03	3.02e-02	Down in Large
ELF1	633.311	909.765	460.528	-0.98	0.507	0.3	-3.262	1.11e-03	3.02e-02	Down in Large
IGBP1	1756.723	1227.161	2087.699	0.755	1.687	0.231	3.264	1.10e-03	3.02e-02	Up in Large
LOC119873810	5.697	14.357	0.285	-5.846	0.017	1.793	-3.26	1.11e-03	3.03e-02	Down in Large
LOC487855	4.7	11.473	0.468	-4.338	0.049	1.33	-3.261	1.11e-03	3.03e-02	Down in Large
PADI2	9246.825	14253.872	6117.421	-1.22	0.429	0.374	-3.259	1.12e-03	3.04e-02	Down in Large
LOC119879720	4.499	10.863	0.522	-4.695	0.039	1.441	-3.258	1.12e-03	3.04e-02	Down in Large
LOC119869985	4.886	12.371	0.207	-5.62	0.02	1.724	-3.259	1.12e-03	3.04e-02	Down in Large
LOC111093961	5.258	12.919	0.469	-4.395	0.048	1.349	-3.259	1.12e-03	3.04e-02	Down in Large
TRNAN-GUU.6	11.807	93.871	0.067	-7.216	0.007	2.215	-3.258	1.12e-03	3.04e-02	Down in Large
TRNAP-AGG.7	12.02	31.253	0	-7.61	0.005	2.336	-3.258	1.12e-03	3.04e-02	Down in Large
LOC119870449	42.977	76.745	21.872	-1.792	0.289	0.55	-3.257	1.13e-03	3.05e-02	Down in Large
LOC111096727	58.316	132.93	11.682	-3.516	0.087	1.081	-3.253	1.14e-03	3.06e-02	Down in Large
FABP3	1303.112	678.097	1693.746	1.316	2.49	0.405	3.252	1.15e-03	3.06e-02	Up in Large
LOC119871352	5.391	12.216	1.125	-3.236	0.106	0.994	-3.254	1.14e-03	3.06e-02	Down in Large
GPR137B	2600.631	3791.142	1856.562	-1.03	0.49	0.317	-3.252	1.15e-03	3.06e-02	Down in Large
CIAO2B	819.215	518.301	1007.287	0.977	1.968	0.3	3.253	1.14e-03	3.06e-02	Up in Large
LOC102154710	65.446	109.154	38.128	-1.506	0.352	0.463	-3.254	1.14e-03	3.06e-02	Down in Large
LOC106558921	6.187	15.42	7.103	-4.951	0.032	1.522	-3.252	1.15e-03	3.06e-02	Down in Large
PROKR1	27.91	47.506	15.663	-1.559	0.339	0.479	-3.255	1.13e-03	3.06e-02	Down in Large
LOC100687934	344.482	595.457	187.622	-1.668	0.315	0.513	-3.252	1.15e-03	3.06e-02	Down in Large
LOC111091126	5.547	13.306	0.697	-4.475	0.045	1.375	-3.255	1.13e-03	3.06e-02	Down in Large
UQCR10	2287.603	1520.504	2767.04	0.856	1.81	0.263	3.256	1.13e-03	3.06e-02	Up in Large
KMT2D	3976.973	6005.468	2709.163	-1.145	0.452	0.352	-3.256	1.13e-03	3.06e-02	Down in Large
CASP10	390.309	592.556	263.905	-1.16	0.448	0.357	-3.252	1.15e-03	3.06e-02	Down in Large
GRIPAP1	5790.839	4004.841	6907.087	0.784	1.722	0.241	3.254	1.14e-03	3.06e-02	Up in Large
RPGR	599.449	921.885	397.927	-1.201	0.435	0.369	-3.252	1.14e-03	3.06e-02	Down in Large
rna-NC_002008.4:5107..5178	1094.189	6728.556	1184.32	-1.86	0.275	0.572	-3.252	1.15e-03	3.06e-02	Down in Large
TRNAT-UGU.5	7.509	64.699	0.44	-5.325	0.025	1.635	-3.256	1.13e-03	3.06e-02	Down in Large
TRNAS-AGA.7	11.948	31.064	0	-7.6	0.005	2.338	-3.251	1.15e-03	3.06e-02	Down in Large
LOC111093466	61.602	119.036	25.706	-2.216	0.215	0.682	-3.248	1.16e-03	3.09e-02	Down in Large
LOC102152401	11.458	27.498	1.432	-4.217	0.054	1.299	-3.247	1.17e-03	3.10e-02	Down in Large
LOC102156249	174.861	305.383	93.284	-1.713	0.305	0.528	-3.247	1.17e-03	3.10e-02	Down in Large
LOC102156182	8.534	21.887	10.279	-6.164	0.014	1.899	-3.246	1.17e-03	3.10e-02	Down in Large
LOC119867650	11.87	28.065	1.747	-3.867	0.069	1.191	-3.247	1.17e-03	3.10e-02	Down in Large
REL	646.279	1073.94	378.991	-1.495	0.355	0.461	-3.246	1.17e-03	3.11e-02	Down in Large
LOC119866730	76.115	166.004	19.934	-3.066	0.119	0.945	-3.245	1.17e-03	3.11e-02	Down in Large
LOC111093348	23.353	46.764	8.722	-2.415	0.187	0.745	-3.244	1.18e-03	3.11e-02	Down in Large
RUNX1	71.375	137.134	30.276	-2.131	0.228	0.657	-3.244	1.18e-03	3.11e-02	Down in Large
LOC119872551	6.698	14.231	1.99	-2.701	0.154	0.833	-3.243	1.18e-03	3.12e-02	Down in Large
SNTN	11.724	27.167	2.071	-3.545	0.086	1.093	-3.244	1.18e-03	3.12e-02	Down in Large
LOC102152244	142.237	270.495	62.075	-2.108	0.232	0.65	-3.242	1.19e-03	3.13e-02	Down in Large
LOC102151682	2.554	6.639	3.647	-5.468	0.023	1.687	-3.242	1.19e-03	3.13e-02	Down in Large
LOC119864530	2.862	6.726	0.447	-4.257	0.052	1.313	-3.241	1.19e-03	3.13e-02	Down in Large
LOC119865898	472.147	692.278	334.564	-1.039	0.487	0.32	-3.241	1.19e-03	3.13e-02	Down in Large
LOC111092834	17.471	30.009	9.634	-1.499	0.354	0.463	-3.241	1.19e-03	3.13e-02	Down in Large
LOC119866354	11.373	22.816	4.222	-2.447	0.183	0.755	-3.241	1.19e-03	3.13e-02	Down in Large
LOC119872443	3.402	8.473	0.233	-4.925	0.033	1.52	-3.24	1.20e-03	3.14e-02	Down in Large
LOC102152902	27.757	58.905	8.289	-2.788	0.145	0.861	-3.238	1.20e-03	3.15e-02	Down in Large
LOC119874445	171.905	265.906	113.154	-1.211	0.432	0.374	-3.237	1.21e-03	3.16e-02	Down in Large
DUSP5	734.949	195.652	1072.009	2.454	5.477	0.758	3.237	1.21e-03	3.16e-02	Up in Large
TLR2	498.723	819.848	298.02	-1.461	0.363	0.452	-3.236	1.21e-03	3.17e-02	Down in Large
LOC111093428	78.679	156.479	30.055	-2.361	0.195	0.73	-3.235	1.22e-03	3.18e-02	Down in Large
LOC106559037	15.591	31.99	5.341	-2.45	0.183	0.758	-3.233	1.22e-03	3.19e-02	Down in Large
LOC119864706	30.205	64.16	8.982	-2.741	0.15	0.847	-3.234	1.22e-03	3.19e-02	Down in Large
LOC119873501	7.208	17.041	1.063	-3.944	0.065	1.22	-3.232	1.23e-03	3.20e-02	Down in Large
LOC119873582	17.778	40.567	3.535	-3.532	0.086	1.093	-3.232	1.23e-03	3.20e-02	Down in Large
LOC111091557	48.362	91.445	21.434	-2.091	0.235	0.647	-3.232	1.23e-03	3.20e-02	Down in Large
TRNAQ-CUG.1	6.828	17.699	0.035	-6.561	0.011	2.031	-3.231	1.24e-03	3.21e-02	Down in Large
LOC111092078	102.272	182.873	51.897	-1.785	0.29	0.553	-3.23	1.24e-03	3.21e-02	Down in Large
LOC100688940	4941.331	3317.022	5956.524	0.842	1.792	0.261	3.229	1.24e-03	3.22e-02	Up in Large
LOC100684851	12.48	31.068	19.586	-5.134	0.028	1.591	-3.227	1.25e-03	3.24e-02	Down in Large
LOC119873815	2.291	5.472	0.302	-4.304	0.051	1.334	-3.226	1.26e-03	3.25e-02	Down in Large
SLC13A3	596.544	888.464	414.094	-1.104	0.465	0.342	-3.226	1.26e-03	3.25e-02	Down in Large
NPTN	11243.35	8559.157	12920.971	0.593	1.508	0.184	3.226	1.26e-03	3.25e-02	Up in Large
LOC102151699	125.723	177.344	93.46	-0.876	0.545	0.272	-3.224	1.26e-03	3.26e-02	Down in Large
LOC111091994	55.765	116.851	17.586	-2.733	0.15	0.848	-3.224	1.26e-03	3.26e-02	Down in Large
LOC102152831	126.426	224.203	65.316	-1.778	0.292	0.551	-3.224	1.26e-03	3.26e-02	Down in Large
LOC611891	11.155	86.26	41.59	-4.032	0.061	1.251	-3.222	1.27e-03	3.27e-02	Down in Large
SSX2IP	2647.026	1642.951	3274.573	0.993	1.99	0.308	3.222	1.27e-03	3.27e-02	Up in Large
GNB5	7311.111	5451.231	8473.536	0.637	1.555	0.198	3.223	1.27e-03	3.27e-02	Up in Large
LOC102152223	67.873	128.402	30.043	-2.076	0.237	0.644	-3.223	1.27e-03	3.27e-02	Down in Large
LOC111093979	99.323	201.146	35.683	-2.491	0.178	0.774	-3.221	1.28e-03	3.29e-02	Down in Large
SDF4	2828.243	2146.457	3254.359	0.593	1.508	0.184	3.22	1.28e-03	3.29e-02	Up in Large
HS3ST2	1183.053	294.534	1738.377	2.56	5.899	0.796	3.219	1.29e-03	3.29e-02	Up in Large
LOC119872446	4.138	9.97	0.493	-3.991	0.063	1.24	-3.219	1.29e-03	3.29e-02	Down in Large
CATSPER3	167.224	233.171	126.007	-0.879	0.544	0.273	-3.22	1.28e-03	3.29e-02	Down in Large
LOC111090666	8.166	20.706	5.07	-5.754	0.019	1.788	-3.219	1.29e-03	3.29e-02	Down in Large
LOC100687127	33.812	11.423	47.806	2.591	6.025	0.805	3.219	1.29e-03	3.29e-02	Up in Large
TXNL4A	1381.924	882.078	1694.328	0.931	1.907	0.289	3.216	1.30e-03	3.30e-02	Up in Large
LOC119869892	7.512	18.028	0.94	-4.319	0.05	1.342	-3.217	1.29e-03	3.30e-02	Down in Large
LOC102154162	9.671	21.108	2.523	-3.083	0.118	0.959	-3.216	1.30e-03	3.30e-02	Down in Large
LOC102151775	15.656	31.729	5.611	-2.447	0.183	0.761	-3.216	1.30e-03	3.30e-02	Down in Large
LOC106559020	10.588	25.525	1.253	-4.397	0.047	1.367	-3.217	1.29e-03	3.30e-02	Down in Large
LOC106559039	7.059	17.522	0.519	-4.936	0.033	1.534	-3.217	1.29e-03	3.30e-02	Down in Large
LOC106559931	14.561	27.727	6.332	-2.051	0.241	0.638	-3.216	1.30e-03	3.30e-02	Down in Large
LOC111091906	96.512	180.249	44.176	-2.025	0.246	0.63	-3.217	1.30e-03	3.30e-02	Down in Large
LOC102151320	739.314	1181.583	462.895	-1.35	0.392	0.42	-3.216	1.30e-03	3.30e-02	Down in Large
LOC119866294	2008.032	5036.515	115.23	-5.451	0.023	1.695	-3.216	1.30e-03	3.30e-02	Down in Large
LOC111091562	54.251	122.371	11.676	-3.392	0.095	1.055	-3.214	1.31e-03	3.31e-02	Down in Large
DNAH1	262.965	432.2	157.193	-1.452	0.366	0.452	-3.213	1.31e-03	3.32e-02	Down in Large
